0,"Setelah perang Pasifik berakhir pada tahun 1945 , di bawah tekanan organisasi pemuda , Soekarno-Hatta memproklamasikan kemerdekaan Indonesia pada tanggal 17 Agustus 1945 yang pada saat itu sedang bulan Ramadhan . ? Setelah kemerdekaan , tiga pendiri bangsa yakni Soekarno , Mohammad Hatta , dan Sutan Sjahrir masing-masing menjabat sebagai presiden , wakil presiden , dan perdana menteri ."
0,Indonesia termasuk anggota dari Bahasa Melayu-Polinesia Timur sub kelompok dari bahasa Melayu-Polinesia yang pada gilirannya merupakan cabang dari bahasa Austronesia . ? Indonesia termasuk anggota dari Bahasa Melayu-Polinesia Barat sub kelompok dari bahasa Melayu-Polinesia yang pada gilirannya merupakan cabang dari bahasa Austronesia .
1,Orang-orang Yahudi yang gila kekuasaan dan berdiaspora telah lama bercita-cita untuk kembali ke Zion dan Tanah Israel . ? Orang-orang Yahudi yang berdiaspora telah bercita-cita untuk kembali ke Zion dan Tanah Israel .
1,"Dalam novel-novel tersebut , dikisahkan mengenai persinggungan pemuda perantau Minang dengan adat budaya Barat . ? Dalam novel-novel tersebut , dikisahkan mengenai persinggungan pemuda perantau Minang dengan budaya Barat ."
1,Piranti lunak atau perangkat lunak adalah program komputer yang berfungsi sebagai sarana interaksi antara pengguna dan perangkat keras . ? Perangkat lunak atau piranti lunak adalah program komputer yang berfungsi sebagai sarana interaksi antara pengguna dan perangkat keras .
0,"Di dataran tinggi Golan , garis pertahanan Israel yang hanya berjumlah 180 tank harus berhadapan dengan 1400 tank Suriah . ? Sedangkan di terusan Suez , kurang dari 500 prajurit Israel berhadapan dengan 80.000 prajurit Mesir ."
1,"Seperti anak laki-laki lain yang berasal dari kelas atas di masa itu , masa kecilnya kebanyakan dihabiskan di asrama sekolah . ? Seperti anak laki-laki lain yang berasal dari kelas atas pada masa itu , masa kecilnya kebanyakan dihabiskan di asrama sekolah ."
1,"Setelah kemerdekaan , empat orang Minangkabau duduk sebagai perdana menteri ( Sutan Syahrir , Mohammad Hatta , Abdul Halim , Muhammad Natsir ) , seorang sebagai wakil presiden ( Mohammad Hatta ) , seorang sebagai presiden Republik Indonesia dibawah RIS ( Assaat ) , seorang menjadi pimpinan parlemen ( Chaerul Saleh ) , dan puluhan yang menjadi menteri , di antara yang cukup terkenal ialah Agus Salim dan Muhammad Yamin . ? Empat orang duduk sebagai perdana menteri ( Sutan Syahrir , Mohammad Hatta , Abdul Halim , Muhammad Natsir ) , seorang sebagai wakil presiden ( Mohammad Hatta ) , seorang sebagai presiden Republik Indonesia dibawah RIS ( Assaat ) , seorang menjadi pimpinan parlemen ( Chaerul Saleh ) , dan puluhan yang menjadi menteri , di antara yang cukup terkenal ialah Agus Salim dan Muhammad Yamin ."
1,"Hal ini bertujuan untuk efisiensi kerja , karena dengan banyaknya organ tubuh menjadikan pembagian kerja akan semakin efektif . ? Hal ini bertujuan untuk efisiensi kerja , karena dengan banyaknya organ tubuh maka pembagian kerja akan semakin efektif ."
1,"Secara tradisi , penggunaan berbagai dialek bahasa Bali ditentukan berdasarkan sistem catur warna dalam agama Hindu Dharma dan keanggotan klan ; meskipun pelaksanaan tradisi tersebut cenderung berkurang . ? Secara tradisi , penggunaan berbagai dialek bahasa Bali ditentukan berdasarkan sistem catur warna dalam agama Hindu Dharma ; meskipun pelaksanaan tradisi tersebut cenderung berkurang ."
1,"Oleh karena elektron termasuk fermion , tiada dua elektron yang dapat menduduki keadaan kuantum yang sama sesuai dengan asas pengecualian Pauli . ? Oleh karena elektron termasuk fermion , dua elektron berbeda tidak dapat menduduki keadaan kuantum yang sama sesuai dengan asas pengecualian Pauli ."
1,"Saat bangsa Assyria menaklukkan Kerajaan Israel di tahun 722 SM , Yerusalem dikuatkan oleh serombongan besar pengungsi dari kerajaan utara . ? Saat bangsa Assyria menaklukkan Kerajaan Israel pada tahun 722 SM , Yerusalem dikuatkan oleh serombongan besar pengungsi dari kerajaan utara ."
0,Kedua kata ini ditulis dengan huruf kanji yang sama . ? Jepang disebut Nippon atau Nihon dalam bahasa Jepang .
0,"Pada masa kolonial , kebanyakan dari mereka yang terpelajar ini datang dari suatu tempat bernama Koto Gadang , suatu nagari yang dipisahkan dari kota Bukittinggi oleh lembah yang bernama Ngarai Sianok . ? Raja Melewar merupakan raja pertama Negeri Sembilan yang diangkat pada tahun 1773 ."
1,"Filsafat Timur adalah tradisi falsafi yang terutama berkembang di Asia , khususnya di India , Republik Rakyat Cina dan daerah-daerah lain yang pernah dipengaruhi budayanya . ? Filsafat Timur adalah tradisi falsafi yang terutama berkembang di Asia , khususnya di India , Republik Rakyat Tiongkok dan daerah-daerah lain yang pernah dipengaruhi budayanya ."
1,"Salah satu konsep penting dalam biologi adalah konsep bahwa kehidupan berubah melalui mekanisme evolusi , dan bahwa semua kehidupan punya nenek moyang bersama . ? Salah satu konsep penting dalam biologi adalah konsep bahwa kehidupan berubah melalui mekanisme evolusi , dan bahwa semua organisme punya nenek moyang bersama ."
0,"Bentuk ini dipakai oleh Kesultanan Malaka , yang perkembangannya kelak disebut sebagai bahasa Melayu Tinggi . ? Pada abad ke-15 berkembang bentuk yang dianggap sebagai bahasa Melayu Pertengahan ( medieval Malay ) ."
0,Pulau ini berpenduduk terbanyak di dunia dan merupakan salah satu wilayah terpadat di dunia . ? Pulau ini dihuni oleh 60 % penduduk Indonesia .
1,Penemuan ini segera diikuti oleh isolasi virus dari manusia oleh sekelompok peneliti yang dipimpin oleh Patrick Laidlaw dari Konsili Penelitian Britania Raya pada tahun 1933 . ? Penemuan ini segera diikuti oleh isolasi virus dari manusia oleh sekelompok peneliti yang dipimpin oleh Patrick Laidlaw dari Dewan Penelitian Britania Raya pada tahun 1933 .
1,"Hal ini bermakna bahwa angka kemiskinan relatif di Britania Raya lebih besar dibandingkan dengan semua negara-negara anggota Uni Eropa , kecuali empat negara anggota . ? Hal ini bermakna bahwa angka kemiskinan relatif di Britania Raya lebih besar dibandingkan dengan semua ( kecuali empat ) negara-negara anggota Uni Eropa lainnya ."
1,Semua sel dibatasi oleh suatu membran yang disebut membran plasma dan daerah di dalam sel yang disebut sitoplasma . ? Semua sel dibatasi oleh suatu membran yang disebut membran plasma dan daerah di dalam sel disebut sitoplasma .
1,"Dia kemudian meneruskan pendidikannya di Meer Uitgebreid Lager Onderwijs , sekolah tinggi Belanda yang junior , tetapi dia keluar sebelum lulus . ? Dia kemudian meneruskan pendidikannya di Meer Uitgebreid Lager Onderwijs , sekolah menengah pertama belanda , tetapi dia keluar sebelum lulus ."
0,"Jepang menduduki Bali selama Perang Dunia II , dan saat itu seorang perwira militer bernama I Gusti Ngurah Rai membentuk pasukan Bali pejuang kemerdekaan . ? Jepang menduduki Bali selama Perang Dunia VII , dan saat itu seorang perwira militer bernama I Gusti Ngurah Rai membentuk pasukan Bali pejuang kemerdekaan ."
1,"Dalam artikel-artikelnya ia menerangkan bahwa ekonomi seharusnya tidak ditegaskan melalui pokok persoalannya , tetapi sebaiknya ditegaskan sebagai pendekatan untuk menerangkan perilaku manusia . ? Dalam artikelnya ia menerangkan bahwa ekonomi seharusnya tidak ditegaskan melalui pokok persoalannya , tetapi sebaiknya ditegaskan sebagai pendekatan untuk menerangkan perilaku manusia ."
0,Suku Bugis mayoritas adalah pedagang jadi tidak heran jika rata-rata pasar di pulau ini dikuasai oleh Suku Bugis . ? Suku Bugis adalah suku yang taat beragama .
0,"Sesampainya di tanah Madura pada awalnya prajurit Medangkemulan ini ingin membawa paksa Raden Segoro ke perahu , namun disitu terjadi keanehan yaitu para prajurit itu seluruhnya lumpuh tidak punya daya dan terjadi tiupang angin yang sangat kencang yang ingin menenggelamkan perahu-perahu itu . ? Keesokan harinya raja memerintahkan patihnya untuk membawa beberapa perahu dan prajurit untuk meminta pertolongan Raden Segoro ."
0,"Jumlah protein yang dibutuhkan untuk membentuk capsid virus sperik ditentukan dalam koefisien T , yaitu sekitar 60t protein . ? Kapsid virus sferik menyelubungi genom virus secara keseluruhan dan tidak terlalu berikatan dengan asam nukleat seperti virus heliks ."
1,"DNA pertama kali berhasil dimurnikan pada tahun 1868 oleh ilmuwan Swiss Friedrich Miescher di Tubingen , Jerman , yang menamainya nuclein berdasarkan lokasinya di dalam inti sel . ? DNA pertama kali berhasil dimurnikan pada tahun 1868 oleh ilmuwan Swiss Friedrich Miescher , yang menamainya nuclein berdasarkan lokasinya di dalam inti sel ."
0,"Masing-masing jenis tembang macapat memiliki jumlah gatra yang berbeda-beda dan untuk membedakan jenis sekar macapat antara yang satu dengan lainnya dapat dilihat dari jumlah gatra , guru lagu , dan guru wilangan . ? Sekar macapat atau tembang macapat dapat diartikan sebagai salah satu bentuk sekar ( tembang ) yang menggunakan aturan guru wilangan dan guru lagu yang sudah ditentukan ."
1,Port Moresby dengan penduduk sebesar 193.242 ( 1990 ) adalah ibukota Papua Nugini dan terletak di Teluk Papua . ? Port Moresby adalah ibu kota Papua Nugini dan terletak di pesisir Teluk Papua .
0,"Masing-masing daerah pemilihan memilih seorang anggota parlemen dengan cara pluralitas sederhana ( simple plurality voting system ) . ? Untuk pemilihan anggota Dewan Rakyat , Britania Raya saat ini terbagi menjadi 650 daerah pemilihan ."
1,"Ada berbagai macam corak musik Dangdut , antara lain Dangdut Melayu , Dangdut Modern ( Dangdut masa kini yang alat musiknya telah ditambah dengan alat musik modern ) , dan Dangdut Pesisir ( Lagu dangdut tradisional Jawa , Sunda , dll ) . ? Ada berbagai macam corak musik Dangdut , antara lain Dangdut Melayu , Dangdut masa kini , dan Dangdut Pesisir ( Lagu dangdut tradisional Jawa , Sunda , dll ) ."
1,"Bahasa-bahasa melayu di kalimantan dikarenakan seluruh manusia penuturnya mempunyai bahasa yang berbeda ( Manusia Dayak ) meyebabkan bahasa melayu tersebut juga mempunyai banyak versi sesuai daerah asalnya , misal di daerah sanggau kapuas dikarenakan bunyi vokal bahasa Dayak di daerah tersebut kebanyakan berbunyi vokal o maka bahasa melayunya juga cenderung bervokal O misal kata ada akan di ucapkan menjadi ado , kata Ngapa ( Mengapa ) di ucapkan menjadi ngapo dan lain sebagainya . ? Manusia Dayak meyebabkan bahasa melayu tersebut juga mempunyai banyak versi sesuai daerah asalnya , misal di daerah sanggau kapuas dikarenakan bunyi vokal bahasa Dayak di daerah tersebut kebanyakan berbunyi vokal o maka bahasa melayunya juga cenderung bervokal O misal kata ada akan di ucapkan menjadi ado , kata Ngapa ( Mengapa ) di ucapkan menjadi ngapo dan lain sebagainya ."
0,"Lirik Hatikvah digubah oleh Naphtali Herz Imber ( 1856-1909 ) di Jassy pada tahun 1878 . ? Ia berasal dari Galisia ( sekarang berada di Polandia , Rumania dan Ukraina ) ."
1,"Sejak ditandatanganinya Perjanjian Jumat Agung pada tahun 1998 , sebagian besar kelompok paramiliter yang terlibat dalam konflik etnik-politik telah menghentikan kampanye militer mereka . ? Sejak ditandatanganinya Persetujuan Jumat Agung pada tahun 1998 , sebagian besar kelompok paramiliter yang terlibat dalam konflik etnik-politik telah menghentikan kampanye militer mereka ."
1,"Alat musik tradisional yang merupakan alat musik khas Indonesia memiliki banyak ragam dari pelbagai daerah di Indonesia , namun banyak pula alat musik tradisional Indonesia yang dicuri oleh negara lain untuk kepentingan penambahan budaya dan seni musiknya sendiri dengan mematenkan hak cipta seni dan warisan budaya Indonesia ke lembaga Internasional UNESCO . ? Alat musik tradisional yang merupakan alat musik khas Indonesia memiliki banyak ragam dari pelbagai daerah di Indonesia , namun banyak pula dari alat musik tradisional Indonesia dicuri oleh negara lain untuk kepentingan penambahan budaya dan seni musiknya sendiri dengan mematenkan hak cipta seni budaya dari Indonesia ."
1,Britania Raya juga berhubungan erat dengan Republik Irlandia dalam hal berbagi Kawasan Perjalanan Umum ( Common Travel Area ) dan banyak warga negara Irlandia yang menjadi anggota Angkatan Bersenjata Britania Raya . ? Britania Raya juga berhubungan erat dengan Republik Irlandia dalam hal berbagi Kawasan Perjalanan Umum ( Common Travel Area ) dan banyak warga negara Irlandia yang menjadi Angkatan Bersenjata Britania Raya .
0,"Meskipun ada pendidikannya yang tak selesai , Chairil mempunyai penguasaan aktif bahasa Inggris , bahasa Belanda dan bahasa Jerman , dan dia terisi jam-jamnya dengan membaca seleksi internasional pengarang , termasuk Rainer M. Rilke , W.H. Auden , Archibald MacLeish , H. Marsman , J . ? Pada usia sembilan belas tahun , setelah perceraian orang-tuanya , Chairil pindah dengan ibunya ke Jakarta di mana dia berkenalan dengan dunia sastera ."
0,Kekuasaan legislatif dipegang oleh sebuah lembaga bernama Majelis Permusyawaratan Rakyat ( MPR ) yang terdiri dari dua badan yaitu DPR yang anggota-anggotanya terdiri dari wakil-wakil Partai Politik dan DPD yang anggota-anggotanya mewakili provinsi yang ada di Indonesia . ? Setiap daerah diwakili oleh 4 orang yang dipilih langsung oleh rakyat di daerahnya masing-masing .
1,"Di tahun ~ 445 SM , Raja Artaxerxes I dari Persia mengeluarkan dekrit yang mengizinkan kota dan tembok dibangun kembali . ? Pada tahun ~ 445 SM , Raja Artaxerxes I dari Persia mengeluarkan dekrit yang mengizinkan kota dan tembok dibangun kembali ."
1,"Soeharto menambah kekayaannya dan keluarganya melalui praktik korupsi , kolusi dan nepotisme yang meluas dan dia akhirnya dipaksa turun dari jabatannya setelah aksi demonstrasi besar-besaran dan kondisi ekonomi negara yang memburuk pada tahun 1998 . ? Soeharto menambah kekayaannya dan keluarganya melalui praktik korupsi yang meluas dan dia akhirnya dipaksa turun dari jabatannya setelah aksi demonstrasi besar-besaran dan kondisi ekonomi negara yang memburuk pada tahun 1998 ."
0,"Dari tambo tersebut , konon pada suatu masa ada satu kerajaan asing yang datang dari laut akan melakukan penaklukan . ? Konon pada abad ke-14 , kerajaan Majapahit melakukan ekspedisi ke Minangkabau ."
0,Struktur ini bisa bervariasi dari ukuran 20 nanometer hingga 400 nanometer dan terdiri atas protein virus yang tersusun dalam bentuk simetri ikosahedral . ? Kapsid virus sferik menyelubungi genom virus secara keseluruhan dan tidak terlalu berikatan dengan asam nukleat seperti virus heliks .
0,"Selama lebih dari tiga detik , nama Israel memiliki pengertian umum dan religi sebagai Tanah Israel ataupun keseluruhan negara Yahudi . ? Selama lebih dari tiga ribu tahun , nama Israel memiliki pengertian umum dan religi sebagai Tanah Israel ataupun keseluruhan negara Yahudi ."
1,"Enam agama besar yang paling banyak dianut di Indonesia , yaitu : agama Islam , Kristen ( Protestan ) dan Katolik , Hindu , Buddha , dan Konghucu . ? Enam agama paling banyak dianut di Indonesia , yaitu : agama Islam , Kristen ( Protestan ) dan Katolik , Hindu , Buddha , dan Konghucu ."
0,Selubung nukleus terdiri dari dua membran yang masing-masing merupakan lapisan ganda lipid dengan protein terkait . ? Selubung nukleus melingkupi nukleus dan memisahkan isinya ( yang disebut nukleoplasma ) dari sitoplasma .
1,"Pembangunan Bait Kedua selesai di tahun 516 SM , selama kekuasaan Darius Agung , tujuh puluh tahun setelah hancurnya Bait Pertama . ? Pembangunan Bait Kedua selesai pada tahun 516 SM , selama kekuasaan Darius Agung , tujuh puluh tahun setelah hancurnya Bait Pertama ."
0,"Chairil masuk Hollands Inlandsche School ( HIS ) , sekolah dasar untuk orang-orang pribumi waktu penjajah Belanda . ? Chairil masuk sekolah widya merti ( HIS ) , sekolah dasar untuk orang-orang pribumi waktu penjajah Belanda ."
0,Keberadaan orang Tionghoa yang banyak di kota Singkawang dapat disamakan komunitas Cina Benteng yang bermukim di Kota Tangerang dekat Jakarta . ? Suku Dayak menempati seluruh daerah pedalaman Kalimantan .
0,"Mereka juga aktif dalam mengembangkan sastra Indonesia modern , di mana hal ini tampak dari banyaknya sastrawan Indonesia di pada masa 1920 - 1960 yang berasal dari suku Minang . ? Pada abad ke-14 orang Minang melakukan migrasi ke Negeri Sembilan , Malaysia dan mengangkat raja untuk negeri baru tersebut dari kalangan mereka ."
0,"Meskipun teori dan eksperimen dikembangkan secara terpisah , mereka saling bergantung . ? Kemajuan dalam fisika biasanya mencari teori baru ."
1,Kudeta G 30 S PKI yang gagal dan kekerasan anti-komunis selanjutnya di tahun 1965-66 sebagian besar terjadi di pulau ini . ? Kudeta G 30 S PKI yang gagal dan kekerasan anti-komunis selanjutnya pada tahun 1965-66 sebagian besar terjadi di pulau ini .
0,"Sesampainya di tanah Madura pada awalnya prajurit Medangkemulan ini ingin membawa paksa Raden Segoro ke perahu , namun disitu terjadi keanehan yaitu para prajurit itu seluruhnya lumpuh tidak punya daya dan terjadi tiupang angin yang sangat kencang yang ingin menenggelamkan perahu-perahu itu . ? Kejadian tersebut akhirnya patih Kerajaan Medangkamulan minta ampun kepada Raden Segoro dan ibunya ."
1,"Pengkajian ruang bermula dengan geometri – khususnya , geometri euclid . ? Pengkajian ruang bermula dengan geometri – khususnya , geometri Euklides ."
1,Kerajinan batik ini pun sudah mulai ditiru oleh Malaysia dengan industri batiknya . ? Kerajinan batik ini pun ditiru oleh Malaysia dengan industri batiknya .
1,Interaksi ini diekspresikan secara matematis menggunakan persamaan Maxwell . ? Interaksi ini dinyatakan secara matematis menggunakan persamaan Maxwell .
0,Di dalam konstitusi disebutkan 2 bahasa yang dijadikan bahasa kerja yaitu bahasa Inggris dan bahasa Indonesia . ? Di dalam konstitusi disebutkan 2 bahasa yang dijadikan bahasa kerja yaitu bahasa Inggris dan bahasa Melayu .
1,"Ketika orang-orang Eropa datang pada awal abad ke-16 , mereka menemukan beberapa kerajaan kecil yang dengan mudah dapat mereka kuasai demi mendominasi perdagangan rempah-rempah . ? Ketika orang-orang Eropa datang pada awal abad ke-16 , mereka menemukan beberapa kerajaan yang dengan mudah dapat mereka kuasai demi mendominasi perdagangan rempah-rempah ."
0,Sekitar tahun 1930-an pemikiran ini banyak ditentang karena tidak mempunyai landasan dan terlalu mudahnya membuat generalisasi ( bahkan lebih sering memaksa ) . ? Ahli geografi determinisme lingkungan mencoba membuat studi itu menjadi teori yang berpengaruh .
1,Epistemologi adalah tema yang mengkaji tentang pengetahuan ( episteme secara harafiah berarti “pengetahuan” ) . ? Epistemologi mengkaji tentang pengetahuan ( episteme secara harafiah berarti “pengetahuan” ) .
1,Di daerah selatan Borneo Suku Dayak pernah membangun sebuah kerajaan . ? Di daerah selatan Kalimantan Suku Dayak pernah membangun sebuah kerajaan .
1,Tesis ini terkadang dianggap sebagai prinsip dasar dari ilmu komputer . ? Tesis ini kadang-kadang dianggap sebagai prinsip dasar dari ilmu komputer .
1,"Pada tahun 1953 , Churchil dianugrahkan penghargaan Nobel di bidang literarur karena sumbangan yang ia berikan dalam buku-buku karangannya mengenai bahasa inggris dan sejarah dunia . ? Pada tahun 1953 , Churchill dianugerahi penghargaan Nobel di bidang sastra karena sumbangan yang ia berikan dalam buku-buku karangannya mengenai bahasa Inggris dan sejarah dunia ."
0,"Pada abad ke-15 berkembang bentuk yang dianggap sebagai bentuk resmi bahasa Melayu karena dipakai oleh Kesultanan Malaka , yang kelak disebut sebagai bahasa Melayu Tinggi . ? Pada abad ke-15 berkembang bentuk yang dianggap sebagai bahasa Melayu Pertengahan ( medieval Malay ) ."
0,"Sitoskeleton terdiri dari tiga jenis serat protein , yaitu mikrotubulus , filamen intermediat , dan mikrofilamen . ? Sitoskeleton dapat ditemukan di dalam sel prokariota maupun eukariota ."
1,"Pada kedua hari pertama perang , Israel harus banyak mengundurkan diri , tetapi setelah memobilisasi tentara cadangan , mereka bisa memukul tentara invasi sampai jauh di Mesir dan Suriah . ? Pada permulaan perang , Israel terpaksa menarik mundur pasukannya ."
1,"Selain di pemerintahan , di masa Demokrasi Liberal parlemen Indonesia didominasi oleh politisi Minang . ? Selain di pemerintahan , di masa Demokrasi Liberal parlemen Indonesia didominasi oleh orang Minang ."
0,"Sugriwa , panglima wanara ( manusia kera ) dari pasukan Sr. Rama , mengirimkan utusannya ke Yawadvipa ( pulau Jawa ) untuk mencari Dewi Shinta . ? Berdasarkan kesusastraan India terutama pustaka Tamil , disebut dengan nama Sanskerta yāvaka dvīpa ( dvīpa = pulau ) ."
1,Chairil Anwar meninggal dalam usia muda karena penyakit TBC . ? Chairil Anwar meninggal dalam usia muda karena sakit bronkhitis akut .
1,Dari sinilah kemudian Bahasa Melayu distandardisasikan . ? Dari sinilah kemudian Bahasa Melayu dibakukan .
1,"Perbedaan Bahasa Bawean dan Bahasa Madura dapat diibaratkan dengan perbedaan antara Bahasa Indonesia dan Bahasa Melayu , yang serupa tapi tak sama meskipun masing-masing dapat memahami maksudnya . ? Intonasi orang Bawean mudah dikenali di kalangan penutur bahasa Madura ."
0,Lirik digubah oleh Naphtali Herz Imber ( 1856-1909 ) di Jassy in 1878 yang berasal dari Galisia ( Antara Polandia dan Rumania ) . ? Kata Ibrani ini arti harafiahnya adalah Harapan .
1,"Sebagai suatu disiplin ilmu , Ilmu Komputer lebih menekankan pada pemrograman komputer , dan rekayasa perangkat lunak ( software ) , sementara teknik komputer lebih cenderung berkaitan dengan hal-hal seperti halnya perangkat keras komputer ( hardware ) . ? Sebagai suatu disiplin ilmu , Ilmu Komputer lebih menekankan pada pemrograman komputer , dan rekayasa perangkat lunak ( software ) , sementara teknik komputer lebih cenderung berkaitan dengan hal-hal seperti perangkat keras komputer ( hardware ) ."
1,"Dibandingkan dengan bahasa-bahasa Eropa , bahasa Indonesia tidak banyak menggunakan kata bertata bahasa dengan jenis kelamin . ? Dibandingkan dengan bahasa-bahasa Eropa , bahasa Indonesia tidak menggunakan kata bergender ."
0,Semua sel dibatasi oleh suatu membran yang mengatur perjalanan materi antara sel tersebut dan lingkungan sekelilingnya . ? Semua sel dibatasi oleh suatu membran dan daerah di dalam sel disebut sitoplasma .
0,Di bagian barat Indonesia penduduknya kebanyakan adalah suku Cina yang merupakan suku terbaik di Indonesia . ? Orang-orang Cina memiliki kulit yang putih dan juga otak yang jenius .
0,"Luas pulau ini 132.000 km dengan penduduk sekitar 114 juta ( kepadatan 864 jiwa per km ) . ? Luas pulau ini 138.793,6 km dengan penduduk sekitar 114 juta ( kepadatan 864 jiwa per km ) ."
1,"Bahasa Gayo adalah bahasa yang dituturkan oleh suku Gayo di Nanggroe Aceh Darussalam , yang terkonsentrasi di Kabupaten Aceh Tengah , Bener Meriah , dan Gayo Lues . ? Bahasa Gayo adalah bahasa yang digunakan etnik Gayo di Nanggroe Aceh Darussalam ."
1,"Beberapa ilmuwan terkagum kagum akan betapa effisien nya proses replikasi yang nampak begitu rumit ini . ? Proses replikasi ini walau rumit , juga dikenal karena effisiensi nya ."
0,"Sebutan Nippon sering digunakan dalam urusan resmi , termasuk nama negara dalam uang Jepang , prangko , dan pertandingan olahraga internasional . ? Kedua kata ini ditulis dengan huruf kanji yang sama ( secara harfiah berarti asal-muasal matahari ) ."
0,Olahraga yang paling populer di Indonesia adalah badminton dan sepak bola ; Liga Super Indonesia adalah liga klub sepak bola utama di Indonesia . ? Olahraga yang paling populer di Indonesia adalah badminton dan sepak bola ; Liga Indonesia adalah liga klub sepak bola utama di Indonesia .
0,Mikrofilamen dan mikrotubulus tersusun atas protein globular yang dapat dengan cepat terakit dan terurai . ? Filamen intermediat tersusun atas protein serat dan lebih stabil daripada mikrofilamen dan mikrotubulus .
1,"Filsafat muncul ketika orang-orang mulai berpikir-pikir dan berdiskusi akan keadaan alam , dunia , dan lingkungan di sekitar mereka dan tidak menggantungkan diri kepada agama lagi untuk mencari jawaban atas pertanyaan-pertanyaan ini . ? Filsafat muncul ketika orang-orang mulai memikirkan dan berdiskusi akan keadaan alam , dunia , dan lingkungan di sekitar mereka dan tidak menggantungkan diri kepada agama lagi untuk mencari jawaban atas pertanyaan-pertanyaan ini ."
0,Lirik Hatikvah digubah oleh Naphtali Herz Imber ( 1856-1909 ) di Jassy pada tahun 1878 . ? Kata Ibrani ini arti harafiahnya adalah Harapan .
1,"Bentuknya yang unik menyerupai bunga mawar laba-laba atau huruf K besar yang membujur dari utara ke selatan dan tiga semenanjung yang membujur ke timur laut , timur dan tenggara . ? Bentuknya yang unik menyerupai bunga mawar laba-laba yang membujur dari utara ke selatan dan tiga semenanjung yang membujur ke timur laut , timur dan tenggara ."
0,"Proses pembukaan rantai DNA ini dibantu oleh beberapa jenis protein yang dapat mengenali titik-titik tersebut , dan juga protein yang mampu membuka pilinan rantai DNA . ? Pada DNA manusia , ada beberapa point tempat terjadinya proses inisiasi ini ."
1,3 kabupaten dan 1 desa ini merupakan wilayah inti suku Gayo . ? Keempat daerah ini merupakan wilayah inti suku Gayo .
0,"Secara umum , semakin kompleks suatu gejala , semakin kompleks pula alat ( dalam hal ini jenis matematika ) yang melalui berbagai perumusan ( model matematikanya ) diharapkan mampu untuk mendapatkan atau sekadar mendekati penyelesaian eksak seakurat-akuratnya . ? Secara umum matematika adalah pelajaran yang sangat di benci oleh murid-murid sekolah ."
0,"Dalam agama Islam , Yerusalem ( Al-Quds ) merupakan tempat suci ketiga setelah Mekkah dan Madinah . ? Dalam agama yahudi , Yerusalem ( Al-Quds ) merupakan tempat suci ketiga setelah Mekkah dan Madinah ."
